Time /s,Voltage (V) vs Ref. ,WT,Blank
161,-0.545,441.405,-7.293
161.2,-0.545,440.932,-7.245
161.4,-0.545,444.013,-7.428
161.6,-0.545,443.978,-6.853
161.8,-0.545,442.579,-7.258
162,-0.545,445.584,-7.042
162.2,-0.545,445.473,-6.662
162.4,-0.545,445.244,-6.612
162.6,-0.545,446.621,-6.86
162.8,-0.545,445.955,-6.506
163,-0.545,448.402,-6.959
163.2,-0.545,447.486,-6.431
163.4,-0.545,448.802,-5.972
163.6,-0.545,448.233,-6.458
163.8,-0.545,449.413,-5.968
164,-0.545,450.279,-6.407
164.2,-0.545,450.836,-6.448
164.4,-0.545,449.931,-6.236
164.6,-0.545,450.712,-5.765
164.8,-0.545,451.74,-6.223
165,-0.545,452.168,-5.969
165.2,-0.545,452.312,-5.541
165.4,-0.545,453.137,-5.916
165.6,-0.545,452.336,-5.72
165.8,-0.545,452.515,-5.513
166,-0.545,453.276,-5.717
166.2,-0.545,453.133,-5.908
166.4,-0.545,454.299,-5.743
166.6,-0.545,454.199,-5.14
166.8,-0.545,454.221,-5.54
167,-0.545,454.345,-5.665
167.2,-0.545,455.568,-5.146
167.4,-0.545,455.331,-5.405
167.6,-0.545,454.413,-4.988
167.8,-0.545,455.345,-5.533
168,-0.545,455.543,-5.058
168.2,-0.545,456.361,-5.518
168.4,-0.545,455.382,-5.018
168.6,-0.545,456.486,-5.322
168.8,-0.545,457.089,-5.311
169,-0.545,456.695,-5.464
169.2,-0.545,457.071,-4.765
169.4,-0.545,456.375,-4.882
169.6,-0.545,457.857,-4.819
169.8,-0.545,457.425,-4.942
170,-0.545,457.559,-4.362
170.2,-0.545,458.118,-4.819
170.4,-0.545,458.992,-4.879
170.6,-0.545,458.685,-4.608
170.8,-0.545,457.806,-4.603
171,-0.545,458.61,-4.826
171.2,-0.545,458.949,-4.792
171.4,-0.545,458.639,-4.812
171.6,-0.545,458.971,-5.157
171.8,-0.545,459.756,-4.732
172,-0.545,459.532,-4.44
172.2,-0.545,460.382,-4.557
172.4,-0.545,460.356,-4.816
172.6,-0.545,459.741,-4.287
172.8,-0.545,460.612,-4.61
173,-0.545,460.311,-4.629
173.2,-0.545,461.199,-4.697
173.4,-0.545,459.87,-4.601
173.6,-0.545,460.512,-4.281
173.8,-0.545,460.642,-4.744
174,-0.545,461.357,-4.408
174.2,-0.545,461.235,-4.357
174.4,-0.545,460.436,-4.209
174.6,-0.545,462.14,-4.386
174.8,-0.545,461.718,-4.285
175,-0.545,461.675,-4.369
175.2,-0.545,461.837,-4.39
175.4,-0.545,462.543,-4.288
175.6,-0.545,461.687,-4.361
175.8,-0.545,460.418,-4.142
176,-0.545,462.233,-4.364
176.2,-0.545,462.42,-4.801
176.4,-0.545,461.911,-4.191
176.6,-0.545,462.769,-4
176.8,-0.545,462.212,-4.101
177,-0.545,462.7,-4.245
177.2,-0.545,462.24,-4.282
177.4,-0.545,462.806,-3.469
177.6,-0.545,462.677,-3.828
177.8,-0.545,462.236,-4.042
178,-0.545,463.196,-3.955
178.2,-0.545,462.463,-3.85
178.4,-0.545,463.497,-3.916
178.6,-0.545,462.507,-4.182
178.8,-0.545,462.554,-4.026
179,-0.545,462.839,-4.111
179.2,-0.545,464.101,-4.12
179.4,-0.545,463.819,-3.689
179.6,-0.545,465.343,-3.778
179.8,-0.545,463.829,-4.302
180,-0.545,463.815,-3.864
180.2,-0.545,465.48,-3.825
180.4,-0.545,463.978,-4.075
180.6,-0.545,463.822,-3.844
180.8,-0.545,463.62,-3.75
181,-0.545,464.452,-3.811
181.2,-0.545,464.832,-3.717
181.4,-0.545,464.386,-4.09
181.6,-0.545,464.01,-3.553
181.8,-0.545,464.665,-3.918
182,-0.545,464.996,-4.103
182.2,-0.545,464.073,-3.306
182.4,-0.545,465.183,-3.852
182.6,-0.545,464.906,-3.402
182.8,-0.545,464.287,-3.48
183,-0.545,465.305,-3.702
183.2,-0.545,465.577,-3.855
183.4,-0.545,465.303,-3.473
183.6,-0.545,465.442,-3.602
183.8,-0.545,464.722,-4.034
184,-0.545,465.1,-3.732
184.2,-0.545,465.245,-3.648
184.4,-0.545,466.041,-3.686
184.6,-0.545,465.717,-3.704
184.8,-0.545,465.554,-3.546
185,-0.545,465.112,-3.604
185.2,-0.545,465.859,-4.036
185.4,-0.545,465.332,-3.853
185.6,-0.545,464.991,-3.711
185.8,-0.545,465.107,-3.185
186,-0.545,464.604,-3.855
186.2,-0.545,465.552,-4.084
186.4,-0.545,465.773,-3.408
186.6,-0.545,465.479,-3.547
186.8,-0.545,465.614,-3.674
187,-0.545,465.391,-3.415
187.2,-0.545,465.438,-3.054
187.4,-0.545,464.785,-3.544
187.6,-0.545,465.853,-3.875
187.8,-0.545,465.661,-3.426
188,-0.545,465.737,-3.419
188.2,-0.545,465.648,-3.839
188.4,-0.545,465.681,-3.703
188.6,-0.545,465.932,-3.684
188.8,-0.545,465.372,-3.925
189,-0.545,464.888,-3.386
189.2,-0.545,465.366,-3.784
189.4,-0.545,466.343,-3.705
189.6,-0.545,467.196,-3.738
189.8,-0.545,465.784,-3.213
190,-0.545,465.76,-3.408
190.2,-0.545,466.371,-3.674
190.4,-0.545,466.357,-3.692
190.6,-0.545,466.89,-3.475
190.8,-0.545,463.842,-3.217
191,-0.545,466.184,-3.31
191.2,-0.545,466.097,-3.313
191.4,-0.545,466.712,-3.295
191.6,-0.545,465.714,-3.454
191.8,-0.545,466.215,-3.386
192,-0.545,466.215,-3.081
192.2,-0.545,464.821,-3.426
192.4,-0.545,465.394,-3.443
192.6,-0.545,466.022,-3.308
192.8,-0.545,466.141,-3.279
193,-0.545,466.443,-3.548
193.2,-0.545,466.059,-3.527
193.4,-0.545,465.949,-3.271
193.6,-0.545,466.719,-3.469
193.8,-0.545,465.709,-3.289
194,-0.545,467.651,-3.207
194.2,-0.545,466.442,-3.441
194.4,-0.545,465.73,-3.555
194.6,-0.545,465.837,-3.423
194.8,-0.545,466.727,-3.132
195,-0.545,465.045,-3.584
195.2,-0.545,466.401,-3.409
195.4,-0.545,466.467,-3.107
195.6,-0.545,466.357,-3.493
195.8,-0.545,466.757,-3.24
196,-0.545,466.394,-3.347
196.2,-0.545,466.707,-3.172
196.4,-0.545,465.767,-3.41
196.6,-0.545,466.538,-3.431
196.8,-0.545,467.462,-3.137
197,-0.545,466.331,-3.288
197.2,-0.545,467.04,-3.234
197.4,-0.545,466.683,-3.114
197.6,-0.545,466.247,-3.243
197.8,-0.545,465.728,-3.408
198,-0.545,467.081,-3.023
198.2,-0.545,467.79,-3.144
198.4,-0.545,467.239,-3.456
198.6,-0.545,466.811,-3.247
198.8,-0.545,466.944,-3.012
199,-0.545,467.916,-3.18
199.2,-0.545,466.714,-3.348
199.4,-0.545,466.373,-3.023
199.6,-0.545,468.343,-3.037
199.8,-0.545,467.52,-3.366
200,-0.545,466.99,-3.342
200.2,-0.445,793.803,164.708
200.4,-0.445,627.915,96.007
200.6,-0.445,559.824,70.446
200.8,-0.445,514.717,57.049
201,-0.445,481.499,48.332
201.2,-0.445,455.476,41.677
201.4,-0.445,433.275,36.678
201.6,-0.445,414.908,33.511
201.8,-0.445,399.951,30.287
202,-0.445,384.875,27.337
202.2,-0.445,373.66,25.485
202.4,-0.445,362.391,23.988
202.6,-0.445,353.501,21.941
202.8,-0.445,344.664,20.249
203,-0.445,334.412,19.628
203.2,-0.445,327.421,18.399
203.4,-0.445,321.359,17.325
203.6,-0.445,313.432,16.442
203.8,-0.445,307.341,16.057
204,-0.445,302.568,14.814
204.2,-0.445,297.391,14.204
204.4,-0.445,292.323,13.907
204.6,-0.445,288.186,13.216
204.8,-0.445,284.134,12.328
205,-0.445,279.455,12.137
205.2,-0.445,275.352,11.797
205.4,-0.445,272.819,11.139
205.6,-0.445,269.368,10.993
205.8,-0.445,266.904,10.622
206,-0.445,263,10.143
206.2,-0.445,260.962,9.605
206.4,-0.445,257.72,9.46
206.6,-0.445,255.399,9.35
206.8,-0.445,252.489,8.606
207,-0.445,249.745,8.799
207.2,-0.445,248.018,8.787
207.4,-0.445,245.333,8.108
207.6,-0.445,243.755,8.055
207.8,-0.445,240.711,7.918
208,-0.445,239.73,7.725
208.2,-0.445,237.643,7.431
208.4,-0.445,234.598,7.203
208.6,-0.445,234.387,7.232
208.8,-0.445,232.719,6.6
209,-0.445,230.626,6.646
209.2,-0.445,229.048,6.716
209.4,-0.445,227.179,6.34
209.6,-0.445,225.686,6.223
209.8,-0.445,225.227,6.265
210,-0.445,223.025,5.972
210.2,-0.445,221.211,5.741
210.4,-0.445,220.015,5.66
210.6,-0.445,219.815,5.699
210.8,-0.445,217.092,5.386
211,-0.445,216.673,5.424
211.2,-0.445,215.676,5.303
211.4,-0.445,214.519,5.221
211.6,-0.445,213.195,5.018
211.8,-0.445,210.265,4.902
212,-0.445,210.008,5.106
212.2,-0.445,210.194,4.541
212.4,-0.445,208.979,4.654
212.6,-0.445,208.652,4.723
212.8,-0.445,207.124,4.691
213,-0.445,206.465,4.284
213.2,-0.445,205.445,4.532
213.4,-0.445,203.566,4.414
213.6,-0.445,204.199,4.029
213.8,-0.445,203.101,4.056
214,-0.445,201.811,4.359
214.2,-0.445,200.106,3.861
214.4,-0.445,200.489,3.751
214.6,-0.445,198.569,4.021
214.8,-0.445,198.638,3.744
215,-0.445,197.091,3.716
215.2,-0.445,197.373,3.827
215.4,-0.445,195.569,4.087
215.6,-0.445,195.761,3.432
215.8,-0.445,194.262,3.512
216,-0.445,194.174,3.713
216.2,-0.445,193.609,3.331
216.4,-0.445,192.844,3.154
216.6,-0.445,192.477,3.377
216.8,-0.445,191.353,3.447
217,-0.445,190.069,3.134
217.2,-0.445,188.065,3.253
217.4,-0.445,190.023,3.382
217.6,-0.445,189.131,3.108
217.8,-0.445,188.325,2.75
218,-0.445,186.854,3.098
218.2,-0.445,187.027,3.159
218.4,-0.445,187.36,2.775
218.6,-0.445,186.338,2.802
218.8,-0.445,185.173,3.051
219,-0.445,184.883,2.77
219.2,-0.445,184.416,2.681
219.4,-0.445,184.123,2.645
219.6,-0.445,183.15,2.905
219.8,-0.445,181.402,2.406
220,-0.445,181.201,2.682
220.2,-0.445,182.836,2.751
220.4,-0.445,181.811,2.573
220.6,-0.445,180.785,2.462
220.8,-0.445,180.531,2.602
221,-0.445,179.12,2.69
221.2,-0.445,178.956,2.141
221.4,-0.445,178.242,2.612
221.6,-0.445,178.331,2.616
221.8,-0.445,179.267,2.414
222,-0.445,178.075,2.363
222.2,-0.445,177.248,2.246
222.4,-0.445,177.353,2.384
222.6,-0.445,176.578,2.194
222.8,-0.445,176.17,2.29
223,-0.445,175.321,2.375
223.2,-0.445,175.132,2.054
223.4,-0.445,175.196,2.167
223.6,-0.445,173.88,2.179
223.8,-0.445,174.138,2.228
224,-0.445,174.368,1.922
224.2,-0.445,173.22,1.946
224.4,-0.445,172.994,2.21
224.6,-0.445,172.431,1.973
224.8,-0.445,171.946,2.072
225,-0.445,172.281,2.008
225.2,-0.545,-48.987,-166.221
225.4,-0.545,115.158,-97.185
225.6,-0.545,179.033,-72.295
225.8,-0.545,217.705,-58.072
226,-0.545,246.045,-49.438
226.2,-0.545,266.141,-43.352
226.4,-0.545,285.533,-38.081
226.6,-0.545,298.095,-34.633
226.8,-0.545,310.148,-31.45
227,-0.545,319.915,-28.865
227.2,-0.545,328.271,-26.441
227.4,-0.545,335.243,-25.075
227.6,-0.545,343.222,-23.409
227.8,-0.545,346.939,-21.532
228,-0.545,354.138,-20.765
228.2,-0.545,359.024,-19.895
228.4,-0.545,363.268,-18.506
228.6,-0.545,367.644,-17.769
228.8,-0.545,370.261,-17.104
229,-0.545,374.775,-16.192
229.2,-0.545,377.425,-15.257
229.4,-0.545,381.06,-15.07
229.6,-0.545,382.305,-14.551
229.8,-0.545,385.704,-13.752
230,-0.545,387.4,-13.694
230.2,-0.545,387.601,-13.244
230.4,-0.545,392.055,-12.584
230.6,-0.545,393.673,-12.127
230.8,-0.545,394.751,-12.123
231,-0.545,396.62,-11.406
231.2,-0.545,398.92,-11.043
231.4,-0.545,399.853,-11.056
231.6,-0.545,400.545,-10.952
231.8,-0.545,402.311,-10.555
232,-0.545,403.601,-10.034
232.2,-0.545,405.201,-10.4
232.4,-0.545,406.283,-9.649
232.6,-0.545,406.757,-9.449
232.8,-0.545,408.199,-9.537
233,-0.545,408.6,-9.095
233.2,-0.545,409.665,-8.721
233.4,-0.545,410.972,-8.763
233.6,-0.545,412.613,-8.831
233.8,-0.545,411.51,-8.478
234,-0.545,413.548,-8.2
234.2,-0.545,414.106,-8.359
234.4,-0.545,414.168,-8.071
234.6,-0.545,415.071,-8.075
234.8,-0.545,417.616,-7.781
235,-0.545,416.946,-7.866
235.2,-0.545,417.416,-7.818
235.4,-0.545,418.088,-7.488
235.6,-0.545,417.595,-7.593
235.8,-0.545,420.579,-7.427
236,-0.545,419.583,-7.075
236.2,-0.545,420.153,-7.029
236.4,-0.545,420.417,-7.225
236.6,-0.545,420.464,-7.085
236.8,-0.545,421.722,-6.831
237,-0.545,422.364,-6.995
237.2,-0.545,422.593,-6.99
237.4,-0.545,421.958,-6.547
237.6,-0.545,423.154,-6.638
237.8,-0.545,423.98,-6.572
238,-0.545,424.36,-6.453
238.2,-0.545,423.555,-6.199
238.4,-0.545,424.449,-6.516
238.6,-0.545,425.787,-6.425
238.8,-0.545,425.527,-5.954
239,-0.545,425.864,-6.169
239.2,-0.545,425.369,-6.173
239.4,-0.545,426.547,-5.911
239.6,-0.545,427.252,-5.765
239.8,-0.545,426.64,-6.197
240,-0.545,426.995,-5.908
240.2,-0.545,428.775,-5.541
240.4,-0.545,427.952,-5.935
240.6,-0.545,427.591,-6.042
240.8,-0.545,429.452,-5.705
241,-0.545,429.429,-5.671
241.2,-0.545,428.932,-5.746
241.4,-0.545,428.935,-5.658
241.6,-0.545,429.729,-5.263
241.8,-0.545,430.456,-5.495
242,-0.545,429.832,-5.614
242.2,-0.545,431.008,-5.31
242.4,-0.545,430.224,-5.308
242.6,-0.545,431.043,-5.195
242.8,-0.545,431.095,-5.462
243,-0.545,430.989,-5.012
243.2,-0.545,430.356,-5.314
243.4,-0.545,431.343,-5.422
243.6,-0.545,432.462,-4.896
243.8,-0.545,432.201,-4.989
244,-0.545,432.277,-5.158
244.2,-0.545,431.877,-4.994
244.4,-0.545,431.709,-4.652
244.6,-0.545,432.348,-5.021
244.8,-0.545,432.603,-5.185
245,-0.545,432.974,-4.866
245.2,-0.545,432.6,-4.848
245.4,-0.545,433.609,-4.984
245.6,-0.545,433.292,-4.795
245.8,-0.545,432.924,-4.627
246,-0.545,434.074,-4.828
246.2,-0.545,433.539,-4.887
246.4,-0.545,433.853,-4.685
246.6,-0.545,433.635,-4.665
246.8,-0.545,434.334,-4.955
247,-0.545,433.619,-4.715
247.2,-0.545,435.01,-4.519
247.4,-0.545,433.618,-4.75
247.6,-0.545,434.413,-4.596
247.8,-0.545,435.221,-4.34
248,-0.545,434.608,-4.58
248.2,-0.545,434.672,-4.578
248.4,-0.545,434.61,-4.365
248.6,-0.545,434.479,-4.477
248.8,-0.545,436.596,-4.604
249,-0.545,436.061,-4.247
249.2,-0.545,435.336,-4.276
249.4,-0.545,434.841,-4.393
249.6,-0.545,437.487,-4.204
249.8,-0.545,435.796,-4.402
250,-0.545,436.22,-4.238
250.2,-0.8,-536.156,-331.989
250.4,-0.8,-289.284,-199.286
250.6,-0.8,-213.683,-151.506
250.8,-0.8,-178.58,-126.004
251,-0.8,-156.681,-108.299
251.2,-0.8,-141.72,-96.053
251.4,-0.8,-129.764,-87.086
251.6,-0.8,-121.961,-79.865
251.8,-0.8,-115.755,-73.828
252,-0.8,-110.908,-68.809
252.2,-0.8,-104.988,-65.089
252.4,-0.8,-101.011,-61.125
252.6,-0.8,-98.956,-57.638
252.8,-0.8,-95.717,-55.343
253,-0.8,-93.761,-52.878
253.2,-0.8,-90.949,-50.69
253.4,-0.8,-90.535,-48.486
253.6,-0.8,-87.387,-47.391
253.8,-0.8,-88.847,-45.235
254,-0.8,-84.524,-43.505
254.2,-0.8,-82.15,-42.523
254.4,-0.8,-81.963,-41.355
254.6,-0.8,-80.406,-40.406
254.8,-0.8,-81.886,-38.847
255,-0.8,-79.465,-38.372
255.2,-0.8,-77.951,-37.25
255.4,-0.8,-77.817,-35.831
255.6,-0.8,-76.253,-35.398
255.8,-0.8,-76.892,-35.026
256,-0.8,-75.306,-33.959
256.2,-0.8,-74.245,-33.451
256.4,-0.8,-74.257,-33.038
256.6,-0.8,-72.577,-32.157
256.8,-0.8,-73.361,-31.602
257,-0.8,-72.354,-31.03
257.2,-0.8,-72.734,-30.933
257.4,-0.8,-70.729,-29.972
257.6,-0.8,-69.936,-29.356
257.8,-0.8,-71.537,-29.462
258,-0.8,-71.085,-28.722
258.2,-0.8,-70.327,-28.199
258.4,-0.8,-70.026,-28.091
258.6,-0.8,-69.307,-27.658
258.8,-0.8,-69.176,-27.024
259,-0.8,-68.263,-26.627
259.2,-0.8,-68.365,-26.728
259.4,-0.8,-66.796,-26.206
259.6,-0.8,-67.328,-25.384
259.8,-0.8,-67.061,-25.634
260,-0.8,-66.915,-25.672
260.2,-0.8,-66.045,-24.948
260.4,-0.8,-67.409,-24.533
260.6,-0.8,-66.502,-24.591
260.8,-0.8,-65.224,-24.196
261,-0.8,-66.506,-23.819
261.2,-0.8,-65.641,-24.002
261.4,-0.8,-64.086,-23.74
261.6,-0.8,-65.149,-23.069
261.8,-0.8,-65.064,-23.387
262,-0.8,-64.529,-22.972
262.2,-0.8,-64.558,-22.676
262.4,-0.8,-63.837,-22.287
262.6,-0.8,-63.548,-22.447
262.8,-0.8,-63.622,-22.315
263,-0.8,-65.149,-21.817
263.2,-0.8,-64.651,-21.784
263.4,-0.8,-63.438,-21.538
263.6,-0.8,-63.588,-21.358
263.8,-0.8,-63.946,-21.163
264,-0.8,-62.813,-21.318
264.2,-0.8,-62.599,-21.14
264.4,-0.8,-62.522,-20.753
264.6,-0.8,-62.438,-20.837
264.8,-0.8,-64.493,-20.657
265,-0.8,-61.755,-20.444
265.2,-0.8,-62.047,-20.294
265.4,-0.8,-62.525,-20.47
265.6,-0.8,-62.013,-20.181
265.8,-0.8,-61.675,-19.935
266,-0.8,-63.485,-19.905
266.2,-0.8,-61.533,-19.652
266.4,-0.8,-60.539,-19.523
266.6,-0.8,-60.547,-19.422
266.8,-0.8,-62.145,-19.512
267,-0.8,-61.782,-19.262
267.2,-0.8,-61.478,-19.108
267.4,-0.8,-60.698,-19.354
267.6,-0.8,-61.429,-19.082
267.8,-0.8,-61.064,-18.589
268,-0.8,-60.055,-18.679
268.2,-0.8,-61.516,-18.779
268.4,-0.8,-61.189,-18.482
268.6,-0.8,-61.076,-18.277
268.8,-0.8,-61.575,-18.514
269,-0.8,-60.13,-18.215
269.2,-0.8,-59.835,-18.007
269.4,-0.8,-60.133,-18.044
269.6,-0.8,-59.798,-18.095
269.8,-0.8,-60.759,-17.735
270,-0.8,-59.702,-17.795
270.2,-0.8,-59.58,-18.009
270.4,-0.8,-59.765,-17.618
270.6,-0.8,-59.89,-17.623
270.8,-0.8,-60.891,-17.767
271,-0.8,-59.521,-17.291
271.2,-0.8,-59.498,-17.277
271.4,-0.8,-59.128,-17.53
271.6,-0.8,-59.686,-17.406
271.8,-0.8,-59.612,-17.073
272,-0.8,-59.269,-16.911
272.2,-0.8,-59.051,-17.473
272.4,-0.8,-59.459,-16.89
272.6,-0.8,-58.262,-16.615
272.8,-0.8,-59.588,-16.861
273,-0.8,-58.932,-16.715
273.2,-0.8,-58.724,-16.601
273.4,-0.8,-58.945,-16.782
273.6,-0.8,-60.167,-16.654
273.8,-0.8,-57.563,-16.338
274,-0.8,-58.552,-16.336
274.2,-0.8,-58.786,-16.898
274.4,-0.8,-59.587,-16.423
274.6,-0.8,-58.795,-16.109
274.8,-0.8,-57.95,-16.421
275,-0.8,-59.552,-16.223
275.2,-0.8,-57.39,-15.771
275.4,-0.8,-57.952,-16.059
275.6,-0.8,-57.952,-16.104
275.8,-0.8,-57.554,-15.937
276,-0.8,-57.238,-15.922
276.2,-0.8,-58.253,-16.008
276.4,-0.8,-58.224,-15.822
276.6,-0.8,-58.423,-15.468
276.8,-0.8,-57.341,-15.855
277,-0.8,-56.982,-15.961
277.2,-0.8,-56.542,-15.483
277.4,-0.8,-56.849,-15.511
277.6,-0.8,-56.834,-15.69
277.8,-0.8,-57.042,-15.563
278,-0.8,-59.381,-15.325
278.2,-0.8,-56.486,-15.485
278.4,-0.8,-56.376,-15.782
278.6,-0.8,-55.874,-15.284
278.8,-0.8,-56.45,-15.201
279,-0.8,-57.615,-15.185
279.2,-0.8,-57.798,-15.301
279.4,-0.8,-56.72,-14.925
279.6,-0.8,-56.672,-15.197
279.8,-0.8,-56.714,-15.328
280,-0.8,-56.619,-14.942
280.2,-0.8,-56.847,-14.808
280.4,-0.8,-56.071,-15.099
280.6,-0.8,-56.832,-14.893
280.8,-0.8,-56.474,-14.358
281,-0.8,-56.975,-15.121
281.2,-0.8,-56.678,-15.085
281.4,-0.8,-56.385,-14.707
281.6,-0.8,-55.66,-14.808
281.8,-0.8,-55.199,-14.927
282,-0.8,-56.04,-14.553
282.2,-0.8,-56.292,-14.352
282.4,-0.8,-56.099,-14.739
282.6,-0.8,-55.902,-14.728
282.8,-0.8,-56.099,-14.206
283,-0.8,-55.543,-14.541
283.2,-0.8,-55.789,-14.71
283.4,-0.8,-55.529,-14.354
283.6,-0.8,-55.64,-14.292
283.8,-0.8,-55.648,-14.434
284,-0.8,-55.207,-14.297
284.2,-0.8,-55.71,-13.984
284.4,-0.8,-55.681,-14.277
284.6,-0.8,-55.454,-14.522
284.8,-0.8,-54.714,-14.115
285,-0.8,-56.02,-14.105
285.2,-0.8,-55.246,-14.288
285.4,-0.8,-54.598,-13.865
285.6,-0.8,-55.149,-13.601
285.8,-0.8,-55.374,-14.254
286,-0.8,-55.33,-14.026
286.2,-0.8,-54.414,-13.793
286.4,-0.8,-56.256,-13.961
286.6,-0.8,-55.146,-14.225
286.8,-0.8,-55.146,-13.726
287,-0.8,-55.181,-13.748
287.2,-0.8,-55.085,-13.87
287.4,-0.8,-55.315,-13.774
287.6,-0.8,-53.837,-13.502
287.8,-0.8,-55.871,-13.841
288,-0.8,-55.427,-13.714
288.2,-0.8,-54.499,-13.79
288.4,-0.8,-53.833,-13.572
288.6,-0.8,-55.234,-14.106
288.8,-0.8,-54.819,-13.502
289,-0.8,-54.466,-13.318
289.2,-0.8,-54.748,-13.477
289.4,-0.8,-55.436,-13.843
289.6,-0.8,-55.28,-13.677
289.8,-0.8,-54.209,-13.624
290,-0.8,-54.923,-13.761
290.2,-0.8,-54.587,-13.51
290.4,-0.8,-54.366,-13.283
290.6,-0.8,-54.4,-13.532
290.8,-0.8,-55.574,-13.249
291,-0.8,-54.08,-13.075
291.2,-0.8,-53.652,-13.349
291.4,-0.8,-54.419,-13.525
291.6,-0.8,-54.247,-13.346
291.8,-0.8,-54.53,-13.213
292,-0.8,-53.868,-13.542
292.2,-0.8,-54.23,-13.195
292.4,-0.8,-54.665,-12.924
292.6,-0.8,-53.464,-13.329
292.8,-0.8,-53.386,-13.168
293,-0.8,-53.968,-12.834
293.2,-0.8,-53.999,-13.186
293.4,-0.8,-53.306,-13.322
293.6,-0.8,-53.392,-12.994
293.8,-0.8,-54.878,-12.921
294,-0.8,-53.449,-13.244
294.2,-0.8,-53.104,-12.783
294.4,-0.8,-53.676,-13.002
294.6,-0.8,-52.964,-12.955
294.8,-0.8,-52.774,-12.788
295,-0.8,-52.596,-12.876
295.2,-0.8,-53.267,-12.99
295.4,-0.8,-53.571,-13.197
295.6,-0.8,-53.043,-12.961
295.8,-0.8,-53.451,-12.619
296,-0.8,-53.737,-13.073
296.2,-0.8,-53.477,-12.671
296.4,-0.8,-53.081,-12.68
296.6,-0.8,-54.255,-12.662
296.8,-0.8,-54.042,-12.803
297,-0.8,-53.296,-12.869
297.2,-0.8,-52.591,-12.659
297.4,-0.8,-53.951,-12.854
297.6,-0.8,-54.248,-12.728
297.8,-0.8,-53.071,-12.632
298,-0.8,-53.705,-12.773
298.2,-0.8,-54.563,-12.878
298.4,-0.8,-53.207,-12.762
298.6,-0.8,-53.423,-12.548
298.8,-0.8,-53.808,-12.723
299,-0.8,-53.588,-12.585
299.2,-0.8,-53.217,-12.466
299.4,-0.8,-53.345,-12.699
299.6,-0.8,-53.534,-12.645
299.8,-0.8,-53.347,-12.555
300,-0.8,-52.514,-12.552
300.2,-0.4325,3272.58,516.528
300.4,-0.4325,2352.92,298.598
300.6,-0.4325,1918.35,220.248
300.8,-0.4325,1640.5,176.767
301,-0.4325,1439.64,149.057
301.2,-0.4325,1286.53,129.38
301.4,-0.4325,1165.31,114.339
301.6,-0.4325,1064.98,102.519
301.8,-0.4325,980.985,93.181
302,-0.4325,911.042,85.12
302.2,-0.4325,850.367,78.434
302.4,-0.4325,796.762,72.667
302.6,-0.4325,751.634,67.892
302.8,-0.4325,711.55,63.489
303,-0.4325,675.668,59.781
303.2,-0.4325,642.846,56.454
303.4,-0.4325,614.238,53.301
303.6,-0.4325,589.387,50.273
303.8,-0.4325,564.67,47.68
304,-0.4325,543.858,45.773
304.2,-0.4325,524.498,43.451
304.4,-0.4325,507.109,41.413
304.6,-0.4325,489.991,39.942
304.8,-0.4325,475.603,38.582
305,-0.4325,462.002,36.61
305.2,-0.4325,448.32,35.264
305.4,-0.4325,437.068,34.199
305.6,-0.4325,425.495,32.792
305.8,-0.4325,415.523,31.556
306,-0.4325,405.611,30.522
306.2,-0.4325,396.223,29.914
306.4,-0.4325,388.73,28.376
306.6,-0.4325,379.791,27.629
306.8,-0.4325,371.102,26.944
307,-0.4325,364.962,26.04
307.2,-0.4325,358.97,25.286
307.4,-0.4325,351.558,24.674
307.6,-0.4325,345.499,24.007
307.8,-0.4325,340.473,23.184
308,-0.4325,335.086,22.378
308.2,-0.4325,328.618,22.112
308.4,-0.4325,324.543,21.6
308.6,-0.4325,319.671,20.623
308.8,-0.4325,315.23,20.252
309,-0.4325,310.51,20.062
309.2,-0.4325,306.929,19.342
309.4,-0.4325,302.894,18.972
309.6,-0.4325,299.136,18.72
309.8,-0.4325,294.428,18.054
310,-0.4325,291.957,17.529
310.2,-0.4325,287.891,17.42
310.4,-0.4325,285.007,17.05
310.6,-0.4325,282.082,16.472
310.8,-0.4325,280.255,16.308
311,-0.4325,275.55,16.012
311.2,-0.4325,272.676,15.617
311.4,-0.4325,270.87,15.09
311.6,-0.4325,268.447,14.988
311.8,-0.4325,264.281,14.91
312,-0.4325,263.181,14.254
312.2,-0.4325,260.733,14.097
312.4,-0.4325,258.237,13.957
312.6,-0.4325,255.483,13.613
312.8,-0.4325,253.523,13.196
313,-0.4325,252.152,13.362
313.2,-0.4325,248.953,13.195
313.4,-0.4325,246.814,12.496
313.6,-0.4325,245.697,12.637
313.8,-0.4325,243.096,12.366
314,-0.4325,240.795,12.23
314.2,-0.4325,239.169,11.706
314.4,-0.4325,238.197,11.721
314.6,-0.4325,235.478,11.678
314.8,-0.4325,233.69,11.354
315,-0.4325,232.753,11.019
315.2,-0.4325,230.877,11.067
315.4,-0.4325,229.451,10.813
315.6,-0.4325,227.778,10.618
315.8,-0.4325,227.019,10.643
316,-0.4325,224.298,10.56
316.2,-0.4325,223.254,10.007
316.4,-0.4325,221.688,10.163
316.6,-0.4325,221.293,9.902
316.8,-0.4325,218.864,9.73
317,-0.4325,218.423,9.427
317.2,-0.4325,217.577,9.542
317.4,-0.4325,215.854,9.359
317.6,-0.4325,214.397,9.186
317.8,-0.4325,212.722,9.038
318,-0.4325,212.356,8.987
